ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION-E
TI,COLOMBIA,F,7/5/2004 0:00,20204,SB11202040208498,ESTUDIANTE,COLOMBIA,No,MAGDALENA,47,SANTA MARTA,47001,Estrato 1,3 a 4,Tres,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",No,No,No,Si,Si,No,No,Si,0 A 10 LIBROS,1 o 2 veces por semana,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,82024,3.47001E+11,INSTITUTO LAS AMERICAS,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.47001E+11,INSTITUTO LAS AMERICAS,S,URBANO,MAÑANA,47001,SANTA MARTA,47,MAGDALENA,N,47001,SANTA MARTA,MAGDALENA,47,53,51,3,59,76,3,39,22,1,43,38,2,39,25,A-,239,45,47.94969893,2,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,2/2/2004 0:00,20204,SB11202040173461,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13,CARTAGENA DE INDIAS,13001,Estrato 2,5 a 6,Tres,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Pensionado,"Trabaja en el hogar, no trabaja o estudia",No,Si,Si,Si,Si,,No,No,11 A 25 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Peor,30 minutos o menos,Entre 1 y 3 horas,0,No,194712,1.13001E+11,I.E. VILLA ESTRELLA,MIXTO,OFICIAL,A,,ACADÉMICO,1.13001E+11,I.E. VILLA ESTRELLA - SEDE PRINCIPAL,S,URBANO,TARDE,13001,CARTAGENA DE INDIAS,13,BOLIVAR,N,13001,CARTAGENA DE INDIAS,BOLIVAR,13,45,25,2,38,15,2,42,32,2,42,33,2,45,50,A-,210,24,54.55594199,3,2,PUBLICAR,NO
TI,COLOMBIA,F,10/14/2002 0:00,20204,SB11202040105722,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,SOACHA,25754,Estrato 2,5 a 6,Cuatro,Ninguno,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Es vendedor o trabaja en atención al público,Si,Si,No,No,Si,No,Si,Si,0 A 10 LIBROS,Nunca o rara vez comemos eso,3 a 5 veces por semana,3 a 5 veces por semana,Igual,No leo por entretenimiento,Más de 3 horas,Entre 11 y 20 horas,"Si, en efectivo",417394,2.25754E+11,INSITITUCION EDUCATIVA EUGENIO DIAZ CASTRO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,2.25754E+11,SEDE HUNGRIA,N,RURAL,UNICA,25754,SOACHA,25,CUNDINAMARCA,N,25754,SOACHA,CUNDINAMARCA,25,50,40,2,44,28,2,47,46,2,42,33,2,34,9,A-,224,34,47.37723514,2,2,PUBLICAR,NO
TI,COLOMBIA,F,12/1/2003 0:00,20204,SB11202040327375,ESTUDIANTE,COLOMBIA,No,BOYACA,15,MONIQUIRÁ,15469,Estrato 1,3 a 4,Tres,Primaria incompleta,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",No,Si,No,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,30 minutos o menos,Entre 21 y 30 horas,"Si, en efectivo",155515,2.15469E+11,IE SAN ALBERTO MAGNO,MIXTO,OFICIAL,A,,TÉCNICO,2.15469E+11,IE SAN ALBERTO MAGNO - SEDE PRINCIPAL,S,RURAL,COMPLETA,15469,MONIQUIRÁ,15,BOYACA,N,15469,MONIQUIRÁ,BOYACA,15,44,22,2,48,40,2,40,25,1,40,28,1,50,68,A1,218,30,38.79758542,1,1,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,3/23/2005 0:00,20204,SB11202040291782,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,MADRID,25430,Estrato 2,3 a 4,Tres,Primaria completa,Educación profesional completa,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,Si,No,No,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Mejor,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,104091,3.2543E+11,COLEGIO AGRICOLA SAN PEDRO,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.2543E+11,COLEGIO  SAN PEDRO,S,URBANO,COMPLETA,25430,MADRID,25,CUNDINAMARCA,N,25430,MADRID,CUNDINAMARCA,25,58,70,3,62,82,3,49,56,2,34,12,1,46,52,A-,252,55,63.37858546,3,3,PUBLICAR,NO
TI,COLOMBIA,M,2/7/2003 0:00,20204,SB11202040092016,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54,PAMPLONA,54518,Estrato 4,5 a 6,Cuatro,Educación profesional completa,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Si,Si,Si,Si,Si,Si,No,Si,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Igual,30 minutos o menos,Más de 3 horas,0,No,12583,3.54518E+11,COL SAGRADO CORAZON DE JESUS BETHLEMITAS,FEMENINO,NO OFICIAL,A,N,ACADÉMICO,3.54518E+11,COL SAGRADO CORAZON DE JESUS BETHLEMITAS,S,URBANO,COMPLETA,54518,PAMPLONA,54,NORTE SANTANDER,N,54518,PAMPLONA,NORTE SANTANDER,54,59,74,3,62,83,3,61,89,3,73,99,4,70,96,B1,321,93,69.26435174,4,4,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,5/6/2003 0:00,20204,SB11202040232183,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,BELLO,5088,Estrato 3,5 a 6,Tres,Técnica o tecnológica completa,Técnica o tecnológica completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,53504,3.05088E+11,COL SAN BUENAVENTURA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.05088E+11,COL SAN BUENAVENTURA,S,URBANO,MAÑANA,5088,BELLO,5,ANTIOQUIA,N,5088,BELLO,ANTIOQUIA,5,57,66,3,48,42,2,51,60,2,45,44,2,55,81,A1,253,56,55.96632903,3,3,PUBLICAR,NO
TI,COLOMBIA,M,1/3/2004 0:00,20204,SB11202040433069,ESTUDIANTE,COLOMBIA,No,TOLIMA,73,IBAGUÉ,73001,Estrato 1,3 a 4,Tres,Primaria completa,Secundaria (Bachillerato) completa,No sabe,"Es operario de máquinas o conduce vehículos (taxita, chofer)",Si,Si,No,No,Si,No,Si,Si,0 A 10 LIBROS,1 o 2 veces por semana,Nunca o rara vez comemos eso,1 o 2 veces por semana,Peor,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,719989,1.73001E+11,INST EDUC TEC CIUDAD DE IBAGUE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.73001E+11,SEDE 1 CIUDAD DE IBAGUE,S,URBANO,UNICA,73001,IBAGUÉ,73,TOLIMA,N,73001,IBAGUÉ,TOLIMA,73,70,97,4,47,38,2,51,62,2,45,43,2,45,48,A-,263,63,47.12565441,2,2,PUBLICAR,NO
CC,COLOMBIA,F,9/16/2002 0:00,20204,SB11202040333628,ESTUDIANTE,COLOMBIA,No,SANTANDER,68,FLORIDABLANCA,68276,Estrato 2,1 a 2,Dos,Primaria completa,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",,,No,No,Si,Si,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,77784,1.68276E+11,COLEGIO ISIDRO CABALLERO DELGADO,MIXTO,OFICIAL,A,N,TÉCNICO,1.68276E+11,COLEGIO ISIDRO CABALLERO DELGADO,S,URBANO,MAÑANA,68276,FLORIDABLANCA,68,SANTANDER,N,68276,FLORIDABLANCA,SANTANDER,68,42,18,2,41,21,2,40,25,1,34,13,1,38,19,A-,196,15,43.61107786,2,2,PUBLICAR,NO
CC,COLOMBIA,M,6/5/1989 0:00,20204,SB11202040124778,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,ANDES,5034,Estrato 1,1 a 2,Dos,Secundaria (Bachillerato) completa,Ninguno,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,No,No,No,Si,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,Peor,30 minutos o menos,30 minutos o menos,Menos de 10 horas,No,723544,2.05034E+11,I. E. FELIPE HENAO JARAMILLO,MIXTO,OFICIAL,A,N,ACADÉMICO,2.05034E+11,I. E. FELIPE HENAO JARAMILLO,S,RURAL,SABATINA,5034,ANDES,5,ANTIOQUIA,N,5034,ANDES,ANTIOQUIA,5,33,3,1,34,8,1,39,23,1,42,35,2,35,11,A-,184,9,42.37597753,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,11/8/2001 0:00,20204,SB11202040384014,ESTUDIANTE,COLOMBIA,No,RISARALDA,66,DOSQUEBRADAS,66170,Estrato 3,3 a 4,Tres,Secundaria (Bachillerato) incompleta,Primaria incompleta,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Igual,No leo por entretenimiento,Entre 30 y 60 minutos,Menos de 10 horas,No,77685,1.6617E+11,INSTITUCION EDUCATIVA MANUEL ELKIN PATARROYO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.6617E+11,INSTITUCION EDUCATIVA MANUEL ELKIN PATARROYO,S,URBANO,MAÑANA,66170,DOSQUEBRADAS,66,RISARALDA,N,66170,DOSQUEBRADAS,RISARALDA,66,48,36,2,49,44,2,45,41,2,63,88,3,48,62,A1,255,57,53.85034906,3,2,PUBLICAR,NO
CC,COLOMBIA,F,12/3/2001 0:00,20204,SB11202040160299,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,NECHÍ,5495,Estrato 1,5 a 6,Dos,Primaria incompleta,Primaria incompleta,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,No,Si,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 30 y 60 minutos,0,No,31922,1.05495E+11,I. E. NECHI,MIXTO,OFICIAL,A,N,ACADÉMICO,1.05495E+11,COLEGIO DE NECHI,S,URBANO,MAÑANA,5495,NECHÍ,5,ANTIOQUIA,N,5495,NECHÍ,ANTIOQUIA,5,40,12,2,33,7,1,31,4,1,43,37,2,38,23,A-,184,9,39.75015728,1,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,2/26/2004 0:00,20204,SB11202040154056,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,5 a 6,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,No,Si,Si,Si,No,No,Si,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Nunca o rara vez comemos eso,Igual,30 minutos o menos,Más de 3 horas,0,No,90753,1.11001E+11,COLEGIO TOM ADAMS (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11001E+11,CENT EDUC DIST BAS Y MEDIA TOM ADAMS,S,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,62,84,3,58,71,3,61,88,3,60,81,3,60,88,A2,301,85,57.32316067,3,3,PUBLICAR,NO
TI,COLOMBIA,F,1/29/2002 0:00,20204,SB11202040453272,ESTUDIANTE,COLOMBIA,No,TOLIMA,73,FRESNO,73283,Estrato 2,5 a 6,Tres,Primaria incompleta,Secundaria (Bachillerato) completa,No sabe,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Si,Si,Si,Si,No,No,No,Si,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Igual,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,741462,1.73283E+11,INSTITUCION EDUCATIVA TECNICA NIÑA MARIA,MIXTO,OFICIAL,A,N,TÉCNICO,1.73283E+11,I.E.T. NIÑA MARIA - SEDE PRINCIPAL,S,URBANO,UNICA,73283,FRESNO,73,TOLIMA,N,73283,FRESNO,TOLIMA,73,39,10,2,47,36,2,48,51,2,39,27,1,37,16,A-,214,27,55.45216849,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,1/31/2004 0:00,20204,SB11202040209592,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,SUESCA,25772,Estrato 2,3 a 4,Dos,No sabe,Secundaria (Bachillerato) incompleta,No sabe,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,No,No,Si,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Mejor,No leo por entretenimiento,Más de 3 horas,0,"Si, en efectivo",137745,2.25772E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO VI,MIXTO,OFICIAL,A,,ACADÉMICO,2.25772E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO VI,S,RURAL,MAÑANA,25772,SUESCA,25,CUNDINAMARCA,N,25183,CHOCONTÁ,CUNDINAMARCA,25,35,4,1,44,28,2,46,43,2,36,16,1,51,71,A1,205,21,58.02999582,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,5/31/2005 0:00,20204,SB11202040474432,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54,CÚCUTA,54001,Estrato 2,5 a 6,Tres,Educación profesional completa,Secundaria (Bachillerato) completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,No,Si,No,No,No,0 A 10 LIBROS,Todos o casi todos los días,Nunca o rara vez comemos eso,Todos o casi todos los días,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,738500,1.54001E+11,COL BAS CAMILO DAZA,MIXTO,OFICIAL,A,,TÉCNICO/ACADÉMICO,1.54001E+11,COL BAS CAMILO DAZA,S,URBANO,UNICA,54001,CÚCUTA,54,NORTE SANTANDER,N,54001,CÚCUTA,NORTE SANTANDER,54,53,53,3,48,39,2,38,17,1,41,31,2,49,65,A1,227,36,56.09147115,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,1/3/2003 0:00,20204,SB11202040409449,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8,SABANALARGA,8638,Estrato 1,5 a 6,Uno,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",No,No,No,No,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Entre 1 y 2 horas,Más de 3 horas,Entre 11 y 20 horas,No,47134,4.08638E+11,I.E. JOSE CONSUEGRA HIGGINS,MIXTO,OFICIAL,A,N,ACADÉMICO,4.08638E+11,I.E. JOSE CONSUEGRA HIGGINS - SEDE PRINCIPAL,S,URBANO,MAÑANA,8638,SABANALARGA,8,ATLANTICO,N,8638,SABANALARGA,ATLANTICO,8,36,6,2,47,37,2,32,5,1,45,43,2,46,54,A-,202,19,40.52717191,1,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,1/28/2004 0:00,20204,SB11202040385639,ESTUDIANTE,COLOMBIA,No,META,50,FUENTEDEORO,50287,Estrato 1,3 a 4,Tres,Secundaria (Bachillerato) completa,Primaria incompleta,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",No,No,No,Si,No,Si,No,No,11 A 25 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Igual,30 minutos o menos,30 minutos o menos,Menos de 10 horas,No,30445,1.50287E+11,IE SAN ANTONIO DEL ARIARI,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.50287E+11,SEDE PRINCIPAL SAN ANTONIO DEL ARIARI,S,URBANO,MAÑANA,50287,FUENTEDEORO,50,META,N,50313,GRANADA,META,50,41,14,2,45,31,2,38,17,1,32,8,1,36,15,A-,194,14,42.79640808,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,12/5/2002 0:00,20204,SB11202040258892,ESTUDIANTE,COLOMBIA,No,HUILA,41,CAMPOALEGRE,41132,Estrato 2,3 a 4,Tres,Primaria incompleta,Educación profesional completa,"Es agricultor, pesquero o jornalero","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",No,Si,Si,Si,No,No,Si,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,Todos o casi todos los días,Nunca o rara vez comemos eso,Igual,No leo por entretenimiento,Más de 3 horas,0,"Si, en efectivo",138008,1.41132E+11,IE JOSE HILARIO LOPEZ,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.41132E+11,JOSE HILARIO LOPEZ,S,URBANO,TARDE,41132,CAMPOALEGRE,41,HUILA,N,41132,CAMPOALEGRE,HUILA,41,30,1,1,52,52,3,53,67,2,41,31,2,48,61,A1,222,32,45.4254262,2,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,M,11/6/2001 0:00,20204,SB11202040464928,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,BELLO,5088,Estrato 1,7 a 8,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,Si,Si,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,1 o 2 veces por semana,,Peor,Más de 2 horas,30 minutos o menos,0,No,204784,1.05088E+11,IE ABRAHAM REYES,MIXTO,OFICIAL,A,N,TÉCNICO,1.05088E+11,COL  FE Y ALEGRIA ABRAHAM REYES,S,URBANO,MAÑANA,5088,BELLO,5,ANTIOQUIA,N,5088,BELLO,ANTIOQUIA,5,54,55,3,59,74,3,63,92,3,69,96,3,52,76,A1,303,86,48.93807475,2,3,PUBLICAR,NO
TI,COLOMBIA,F,12/19/2002 0:00,20204,SB11202040067972,ESTUDIANTE,COLOMBIA,No,NARIÑO,52,PASTO,52001,Estrato 3,3 a 4,Uno,Educación profesional completa,Técnica o tecnológica completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Si,Si,Si,No,Si,Si,No,No,11 A 25 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Igual,30 minutos o menos,Más de 3 horas,Menos de 10 horas,No,11296,1.52001E+11,I.E.M. MARIA GORETTI,FEMENINO,OFICIAL,A,N,ACADÉMICO,1.52001E+11,I.E.M. MARIA GORETTI - SEDE PRINCIPAL,S,URBANO,MAÑANA,52001,PASTO,52,NARIÑO,N,52001,PASTO,NARIÑO,52,58,70,3,44,30,2,57,80,3,57,76,3,47,56,A-,267,66,56.65576096,3,2,PUBLICAR,NO
TI,COLOMBIA,M,5/22/2003 0:00,20204,SB11202040038618,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,3 a 4,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Es vendedor o trabaja en atención al público,Si,Si,Si,Si,No,No,No,Si,26 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,98525,1.11001E+11,COLEGIO LA ESTANCIA -  SAN ISIDRO LABRADOR (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11001E+11,COL DIST LA ESTANCIA,S,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,59,75,3,37,13,2,42,30,2,50,56,2,56,83,A1,238,45,56.33837975,3,2,PUBLICAR,NO
TI,COLOMBIA,M,10/10/2003 0:00,20204,SB11202040262222,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 1,3 a 4,Dos,Primaria completa,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,Es vendedor o trabaja en atención al público,Si,No,Si,Si,No,Si,No,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,3 a 5 veces por semana,3 a 5 veces por semana,Peor,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,106369,3.76001E+11,COLEGIO PARROQUIAL SAN FRANCISCO JAVIER,MIXTO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,3.76001E+11,COLEGIO PARROQUIAL SAN FRANCISCO JAVIER,S,URBANO,MAÑANA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,63,87,3,61,79,3,45,40,2,55,71,2,53,78,A1,279,73,50.77594929,2,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,1/1/2003 0:00,20204,SB11202040301009,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,FUSAGASUGÁ,25290,Estrato 1,5 a 6,Tres,Primaria incompleta,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Si,No,No,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,No leo por entretenimiento,Entre 1 y 3 horas,0,No,734988,1.2529E+11,INSTITUCION EDUCATIVA MUNICIPAL JOSE CELESTINO MUTIS,MIXTO,OFICIAL,A,N,TÉCNICO,1.2529E+11,LOS COMUNEROS,S,URBANO,UNICA,25290,FUSAGASUGÁ,25,CUNDINAMARCA,N,25290,FUSAGASUGÁ,CUNDINAMARCA,25,51,43,3,58,72,3,48,50,2,55,70,2,46,55,A-,262,62,38.04747252,1,2,PUBLICAR,NO
TI,COLOMBIA,M,12/15/2002 0:00,20204,SB11202040403353,ESTUDIANTE,COLOMBIA,No,CAUCA,19,POPAYÁN,19001,Estrato 2,5 a 6,Dos,Primaria completa,Secundaria (Bachillerato) incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",No,Si,Si,No,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Peor,No leo por entretenimiento,30 minutos o menos,Menos de 10 horas,"Si, en efectivo",65805,1.19001E+11,COMERCIAL DEL NORTE,MIXTO,OFICIAL,A,N,TÉCNICO,1.19001E+11,SEDE COMERCIAL DEL NORTE,S,URBANO,TARDE,19001,POPAYÁN,19,CAUCA,N,19001,POPAYÁN,CAUCA,19,39,10,2,39,16,2,45,40,2,44,39,2,41,33,A-,208,23,41.21795116,2,2,PUBLICAR,NO
TI,COLOMBIA,F,12/21/2003 0:00,20204,SB11202040372128,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44,RIOHACHA,44001,,,,,,,,,,,,,,,,,,,,,,,,,195651,1.44001E+11,INSTITUCION EDUCATIVA EUSEBIO SEPTIMIO MARI,MIXTO,OFICIAL,A,,,1.44001E+11,INSTITUCION EDUCATIVA EUSEBIO SEPTIMIO MARI,S,URBANO,MAÑANA,44001,RIOHACHA,44,LA GUAJIRA,N,44001,RIOHACHA,LA GUAJIRA,44,66,92,4,63,86,3,54,72,2,61,85,3,36,13,A-,295,82,,,3,PUBLICAR,GENERACION E - GRATUIDAD
